id,venda_id,produto_nome,categoria,quantidade,valor_unitario,valor_total,sku,produto_id,item_estoque_id,arma_cliente_id
822,676,"AIRGUN GAMO P23 COMBAT 4,5MM",Produtos Simples,1,299.00,299.00,,,,
823,677,CART CBC .22LR CHOG 40GR TARGET C,Munição,100,1.49,149.00,,,,
824,677,CART CBC .22LR CHPO 33gr HUNTER HYPER,Munição,100,1.84,184.00,,,,
825,677,CART CBC .22LR CHPO 40GR HUNTER SUBS CX 50,Munição,100,1.71,171.00,,,,
826,678,MUN CBC .40S&W ETPP 180GR BLIS C,Munição,90,5.00,450.00,,,,
827,679,MUN CBC 9MM LUGER EXPO +P 135GR P.SHOCK BL C,Munição,20,15.88,317.60,,,,
828,680,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,4.05,202.50,,,,
829,680,MUN CBC 38SPL EOPP 158GR NTA C,Munição,100,4.12,412.00,,,,
830,680,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,4.05,202.50,,,,
831,681,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,20,7.65,153.00,,,,
832,682,"CHUMBO GAMO PRO-HUNTER COMPETITION 5,5MM",Produtos Simples,2,61.00,122.00,,,,
833,682,"CARABINA AR COMPRIMIDO GAMO ARROW PCP POLIMERO 5,5MM",Produtos Simples,1,900.00,900.00,,,,
834,683,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,1800,0.59,1062.00,,,,
835,684,MUN CBC .357MAG EXPP 158GR TREINA C,Munição,50,7.18,359.00,,,,
836,685,MUN CBC 38SPL EOPP 158GR NTA C,Munição,50,6.12,306.00,,,,
837,686,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,20,4.65,93.00,,,,
838,687,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,20,7.65,153.00,,,,
839,687,MUN CBC .380 AUTO+P EXPO 85GR G. HEX BLST C,Munição,10,15.53,155.30,,,,
840,688,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,300,0.70,210.00,,,,
841,689,MUN CBC 38SPL EXPO 158GR BLST C,Munição,10,8.90,89.00,,,,
842,690,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,300,0.32,96.00,,,,
843,691,MUN CBC 38SPL CHOG 158GR BLST C,Munição,30,4.00,120.00,,,,
844,692,MUN CBC .40S&W ETPP 180GR BLIS C,Munição,50,4.00,200.00,,,,
845,693,CART CBC .22LR CHOG 40GR TARGET C,Munição,50,1.49,74.50,,,,
846,694,CART CBC .22LR CHPO 33gr HUNTER HYPER,Munição,50,0.84,42.00,,,,
847,694,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,300,0.70,210.00,,,,
848,694,CART CBC .22LR CHPO 40GR HUNTER SUBS CX 50,Munição,50,0.71,35.50,,,,
849,695,MUN CBC 9MM LUGER ETOG 124GR,Munição,40,3.65,146.00,,,,
850,695,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,3.75,187.50,,,,
851,696,CART CBC .22LR CHPO 40GR HUNTER SUBS CX 50,Munição,200,0.71,142.00,,,,
852,696,CART CBC .22LR CHOG 40GR TARGET C,Munição,50,0.59,29.50,,,,
853,697,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,5.75,287.50,,,,
854,698,MUN CBC .380 AUTO ETOG 95GR TREINA C,Munição,100,5.85,585.00,,,,
855,699,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,100,5.75,575.00,,,,
856,700,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,5.75,287.50,,,,
857,700,MUN CBC 9MM LUGER ETOG 124GR,Munição,40,7.65,306.00,,,,
858,700,MUN CBC .380 AUTO+P EXPO 85GR G. HEX BLST C,Munição,50,15.53,776.50,,,,
859,701,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,30,7.65,229.50,,,,
860,701,MUN CBC .380 AUTO+P EXPO 85GR G. HEX BLST C,Munição,20,15.53,310.60,,,,
861,702,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,50,5.35,267.50,,,,
862,703,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,300,1.32,396.00,,,,
863,704,CART CBC .22LR CHOG 40GR TARGET 300 C,Munição,300,1.32,396.00,,,,
864,705,MUN CBC 38SPL CHOG 158GR BLST C,Munição,50,5.00,250.00,,,,
865,706,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,100,5.35,535.00,,,,
866,707,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,10,7.65,76.50,,,,
867,708,MUN CBC 38SPL CHOG 158GR BLST C,Munição,10,8.59,85.90,,,,
868,709,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,10,7.65,76.50,,,,
869,710,MUN CBC 38SPL EOPP 158GR NTA C,Munição,50,6.12,306.00,,,,
870,711,"CARABINA PRESSÃO JADE NEW 5,5MM OX PP MI",Produtos Simples,1,432.13,432.13,,,,
871,712,MUN CBC 9MM LUGER ETOG 124GR,Munição,20,7.65,153.00,,,,
872,713,CART CBC 12/70 SUPER VELOX CH-3T,Munição,50,8.15,407.50,,,,
873,714,MUN CBC 9MM LUGER ETOG 124GR,Munição,10,7.65,76.50,,,,
874,715,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,50,5.35,267.50,,,,
875,715,MUN CBC 9MM LUGER ETOG 124GR,Munição,20,7.65,153.00,,,,
876,716,CART CBC 12/70 CH-7 1/2 F150,Munição,100,2.26,226.00,,,,
877,717,CART CBC 12/70 CH-7 1/2 F150,Munição,100,2.26,226.00,,,,
878,718,CART CBC 12/70 CH-7 1/2 T200,Munição,200,3.60,720.00,,,,
879,719,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,100,3.50,350.00,,,,
880,720,MUN CBC 38SPL CHOG 158GR BLST C,Munição,10,8.59,85.90,,,,
881,721,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,70,7.65,535.50,,,,
882,722,MUN CAL .38SPL LPC 158GR POLYMATCH CX50,Munição,50,2.00,100.00,,,,
883,723,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,100,5.75,575.00,,,,
884,724,MUN CBC 9MM LUGER ETOG 124GR,Munição,50,4.50,225.00,,,,
885,725,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,50,5.75,287.50,,,,
886,725,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,30,7.65,229.50,,,,
887,726,CART CBC 12/70 CH-7 1/2 T200,Munição,25,5.64,141.00,,,,
888,727,MUN CAL .38SPL LPC 158GR POLYMATCH CX50,Munição,50,5.29,264.50,,,,
889,728,MUN CBC 9MM LUGER ETOG 124GR,Munição,10,7.65,76.50,,,,
890,729,MUN CCI 17HMR POLY TIP 17GR,Munição,50,8.30,415.00,,,,
891,729,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,200,5.35,1070.00,,,,
892,730,CART CBC 12/70 CH-7 1/2 T200,Munição,25,5.64,141.00,,,,
893,731,MUN CBC .40S&W ETPP 180GR BLIS C,Munição,40,5.00,200.00,,,,
894,732,MUN CBC .40S&W ETPP 180GR BLIS C,Munição,40,10.00,400.00,,,,
895,733,MUN CBC 38SPL CHOG 158GR BLST C,Munição,50,8.59,429.50,,,,
896,733,MUN CBC 9MM LUGER ETOG 124GR,Munição,50,7.65,382.50,,,,
897,734,MUN CBC .380 AUTO ETOG 95GR BLST C,Munição,20,7.65,153.00,,,,
898,735,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,150,5.35,802.50,,,,
899,736,MUN CBC 38SPL EOPP 158GR NTA C,Munição,50,6.12,306.00,,,,
900,736,MUN CBC 38SPL CHOG 158GR BLST C,Munição,10,8.00,80.00,,,,
901,737,CART CBC 12/70 CH-7 1/2 T200,Munição,25,5.64,141.00,,,,
902,738,MUN CBC 9MM LUGER ETOG 124GR,Munição,30,7.65,229.50,,,,
903,739,MUN CBC 9MM LUGER ETOG 124GR,Munição,20,3.63,72.60,,,,
904,740,MUN CBC 38SPL CHOG 158GR BLST C,Munição,10,8.00,80.00,,,,
905,741,MUN CBC 9MM LUGER ETOG 124GR,Munição,20,7.65,153.00,,,,
906,741,MUN CBC 9MM LUGER EXPO +P 135GR P.SHOCK BL C,Munição,10,15.88,158.80,,,,
907,742,MUN CBC 9MM LUGER ETOG 124GR TREINA C,Munição,100,5.75,575.00,,,,
908,743,MUN CBC 9MM LUGER ETOG 124GR,Munição,30,7.65,229.50,,,,
909,744,MUN CBC 38SPL CHOG 158GR BLST C,Munição,50,8.00,400.00,,,,
910,745,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,50,5.35,267.50,,,,
911,746,MUN CBC 9MM LUGER EOOG 124GR NTA C,Munição,50,5.35,267.50,,,,
